199910,93,40
199911,86,29
199912,80,22
200001,79,19
200002,83,26
200003,86,31
200004,90,34
200005,93,55
200006,94,59
200007,103,70
200008,106,67
200009,109,42
200010,97,40
200011,81,26
200012,71,21
200101,71,20
200102,76,24
200103,75,32
200104,84,44
200105,90,46
200106,97,62
200107,102,68
200108,102,70
200109,95,47
200110,86,39
200111,82,27
200112,75,25
200201,77,14
200202,75,16
200203,83,17
200204,91,46
200205,91,45
200206,95,63
200207,98,69
200208,101,67
200209,97,55
200210,92,42
200211,83,26
200212,72,24
200301,77,20
200302,73,19
200303,78,27
200304,87,30
200305,98,53
200306,95,56
200307,99,69
200308,106,63
200309,92,53
200310,91,39
200311,82,23
200312,76,24
200401,75,23
200402,70,23
200403,81,38
200404,84,38
200406,92,62
200407,97,64
200408,99,58
200409,97,51
200410,91,50
200411,80,32
200412,76,18
200501,79,22
200502,83,29
200503,84,30
200504,89,36
200505,99,42
200506,97,62
200507,100,64
200508,101,67
200509,103,62
200510,92,29
200511,88,25
200512,90,13
200601,84,26
200602,83,19
200603,86,25
200604,96,44
200605,93,46
200606,98,56
200607,103,61
200608,103,62
200609,100,48
200610,93,35
200611,84,30
200612,78,16
200701,68,25
200702,81,14
200703,84,23
200704,83,31
200705,88,54
200706,94,62
200707,-9999,-9999
200708,-9999,-9999
200709,-9999,-9999
200710,-9999,-9999
200711,-9999,-9999
200712,-9999,-9999
200801,-9999,-9999
200802,83,25
200803,90,24
200804,88,34
200805,94,48
200806,99,63
200807,103,65
200808,104,68
200809,96,48
200810,93,32
200811,83,30
200812,81,25
200902,85,25
200903,85,28
200904,92,29
200905,93,52
200906,103,56
200907,103,69
200908,103,62
200909,100,53
200910,90,40
200911,78,33
200912,77,21
201001,76,10
201002,76,24
201003,79,31
201004,83,38
201005,97,49
201006,97,64
201007,100,72
201008,109,67
201009,98,48
201010,89,36
201011,85,27
201012,87,20
201101,79,19
201102,83,13
201103,93,27
201104,96,37
201105,98,42
201106,103,68
201107,106,75
201108,109,76
201109,108,54
201110,91,35
201111,85,24
201112,70,21
201201,80,26
201202,82,26
201203,83,36
201204,90,43
201205,97,55
201206,109,59
201207,105,69
201208,109,66
201209,103,53
201210,90,32
201211,89,29
201212,83,20
201301,81,22
201302,83,27
201303,84,26
201304,88,35
201305,91,36
201306,108,60
201307,105,60
201308,106,66
201309,107,53
201310,91,41
201311,89,25
201312,84,18
198901,-9999,-9999
198902,-9999,-9999
198903,-9999,-9999
198904,-9999,-9999
198905,-9999,-9999
198906,-9999,-9999
198907,-9999,-9999
198908,-9999,-9999
198909,-9999,-9999
198910,-9999,-9999
198911,-9999,-9999
198912,-9999,-9999
199001,-9999,-9999
199002,-9999,-9999
199003,-9999,-9999
199004,-9999,-9999
199005,-9999,-9999
199006,-9999,-9999
199007,-9999,-9999
199008,-9999,-9999
199009,-9999,-9999
199010,-9999,-9999
199011,-9999,-9999
199012,-9999,-9999
199101,-9999,-9999
199102,-9999,-9999
199103,-9999,-9999
199104,-9999,-9999
199105,-9999,-9999
199106,-9999,-9999
199107,-9999,-9999
199108,-9999,-9999
199109,-9999,-9999
199110,-9999,-9999
199111,-9999,-9999
199112,-9999,-9999
199201,-9999,-9999
199202,-9999,-9999
199203,-9999,-9999
199204,-9999,-9999
199205,-9999,-9999
199206,-9999,-9999
199207,-9999,-9999
199208,-9999,-9999
199209,-9999,-9999
199210,-9999,-9999
199211,-9999,-9999
199212,-9999,-9999
199301,-9999,-9999
199302,-9999,-9999
199303,-9999,-9999
199304,-9999,-9999
199305,-9999,-9999
199306,-9999,-9999
199307,-9999,-9999
199308,-9999,-9999
199309,-9999,-9999
199310,-9999,-9999
199311,-9999,-9999
199312,-9999,-9999
199402,-9999,-9999
199403,-9999,-9999
199404,-9999,-9999
199405,-9999,-9999
199406,-9999,-9999
199407,-9999,-9999
199408,-9999,-9999
199409,-9999,-9999
199410,-9999,-9999
199411,-9999,-9999
199412,-9999,-9999
199501,-9999,-9999
199502,-9999,-9999
199503,-9999,-9999
199504,-9999,-9999
199505,-9999,-9999
199506,-9999,-9999
199507,-9999,-9999
199508,-9999,-9999
199509,-9999,-9999
199510,-9999,-9999
199511,-9999,-9999
199512,-9999,-9999
199601,-9999,-9999
199602,-9999,-9999
199603,-9999,-9999
199604,-9999,-9999
199605,-9999,-9999
199606,-9999,-9999
199607,-9999,-9999
199608,-9999,-9999
199609,-9999,-9999
199610,-9999,-9999
199611,-9999,-9999
199612,-9999,-9999
199701,-9999,-9999
199702,-9999,-9999
199703,-9999,-9999
199704,-9999,-9999
199705,-9999,-9999
199706,-9999,-9999
199707,-9999,-9999
199708,-9999,-9999
199709,-9999,-9999
199710,-9999,-9999
199711,-9999,-9999
199712,-9999,-9999
199801,-9999,-9999
199802,-9999,-9999
199803,-9999,-9999
199804,-9999,-9999
199805,-9999,-9999
199806,-9999,-9999
199807,-9999,-9999
199808,-9999,-9999
199809,-9999,-9999
199810,-9999,-9999
199811,-9999,-9999
199812,-9999,-9999
199901,-9999,-9999
199902,-9999,-9999
199903,-9999,-9999
199904,-9999,-9999
199905,-9999,-9999
199906,-9999,-9999
199907,-9999,-9999
199908,-9999,-9999
199909,-9999,-9999
199910,-9999,-9999
199911,-9999,-9999
199912,-9999,-9999
200001,-9999,-9999
200002,-9999,-9999
200003,-9999,-9999
200004,-9999,-9999
200005,-9999,-9999
200006,-9999,-9999
200007,-9999,-9999
200008,-9999,-9999
200009,-9999,-9999
200010,-9999,-9999
200011,-9999,-9999
200012,-9999,-9999
200101,-9999,-9999
200102,-9999,-9999
200103,-9999,-9999
200104,-9999,-9999
200105,-9999,-9999
200106,-9999,-9999
200107,-9999,-9999
200108,-9999,-9999
200109,-9999,-9999
200110,-9999,-9999
200111,-9999,-9999
200112,-9999,-9999
200201,-9999,-9999
200202,-9999,-9999
200203,-9999,-9999
200204,-9999,-9999
200205,-9999,-9999
200206,-9999,-9999
200207,-9999,-9999
200208,-9999,-9999
200209,-9999,-9999
200210,-9999,-9999
200211,-9999,-9999
200212,-9999,-9999
200301,-9999,-9999
200302,-9999,-9999
200303,-9999,-9999
200304,-9999,-9999
200305,-9999,-9999
200306,-9999,-9999
200307,-9999,-9999
200308,-9999,-9999
200309,92,55
200310,90,46
200311,86,33
200312,76,33
200401,76,30
200402,76,35
200403,85,46
200404,85,44
200405,91,51
200406,95,67
200407,98,71
200408,97,61
200409,99,62
200410,93,52
200411,87,40
200412,78,28
200501,80,31
200502,81,41
200503,82,40
200504,85,47
200505,96,49
200506,98,68
200507,99,69
200508,97,71
200509,100,65
200510,92,43
200511,87,35
200512,81,34
200601,80,36
200602,80,32
200603,82,37
200604,91,52
200605,91,56
200606,96,68
200607,97,70
200608,98,69
200609,92,56
200611,84,34
200612,78,28
200701,77,32
200702,78,27
200703,82,34
200704,88,37
200705,92,55
200706,95,63
200707,95,68
200708,101,71
200709,94,65
200710,92,44
200711,84,40
200712,81,32
200801,77,28
200802,81,34
200803,88,37
200804,88,43
200805,96,55
200806,96,69
200807,98,70
200808,99,69
200809,93,60
200810,90,39
200811,84,34
200812,77,28
200901,78,29
200902,79,35
200903,83,33
200904,86,38
200905,90,53
200906,101,64
200907,102,69
200908,98,71
200909,93,61
200910,92,48
200911,80,39
200912,76,27
201001,79,19
201002,71,32
201003,80,34
201004,88,45
201005,97,60
201006,99,70
201007,96,72
201008,100,70
201009,97,58
201010,91,47
201011,84,33
201012,78,30
201101,73,26
201102,79,21
201103,83,40
201104,91,44
201105,95,48
201106,103,69
201107,101,73
201108,103,69
201109,99,55
201110,90,37
201111,82,23
201112,80,27
201201,80,30
201202,80,31
201203,85,41
201204,86,52
201205,93,57
201206,99,66
201207,96,67
201208,97,71
201209,97,59
201210,89,41
201211,87,28
201212,82,25
201301,78,33
201302,78,38
201303,85,33
201304,83,41
201305,90,43
201306,98,67
201307,98,69
201308,98,68
201309,99,61
201310,90,43
201311,84,32
201312,79,32
198901,82,31
198902,79,25
198903,85,23
198904,88,38
198905,94,56
198906,94,59
198907,95,67
198908,96,60
198909,97,50
198910,91,33
198911,88,34
198912,80,8
199001,77,30
199002,78,37
199003,79,36
199004,86,41
199005,94,56
199006,98,65
199007,98,61
199008,102,63
199009,100,51
199010,92,40
199011,83,34
199012,79,16
199101,68,29
199102,77,31
199103,84,40
199104,86,40
199105,93,54
199106,94,65
199107,97,70
199108,97,69
199109,92,51
199110,93,45
199111,80,26
199112,79,33
199201,70,26
199202,81,35
199203,81,35
199204,88,44
199205,90,46
199206,95,62
199207,94,69
199208,94,58
199209,93,52
199210,88,48
199211,82,26
199212,77,34
199301,78,30
199302,82,34
199303,83,24
199304,83,41
199305,87,51
199306,96,63
199307,97,69
199308,99,69
199309,96,49
199310,90,27
199311,82,27
199312,80,27
199401,75,24
199402,78,25
199403,81,33
199404,87,38
199405,90,55
199406,93,68
199407,95,65
199408,95,68
199409,93,49
199410,93,45
199411,86,41
199412,80,32
199501,76,29
199502,78,30
199503,82,31
199504,87,45
199505,91,53
199506,96,58
199507,98,67
199508,98,70
199509,98,50
199510,92,41
199511,83,32
199512,83,24
199601,77,19
199602,85,20
199603,84,23
199604,88,36
199605,95,46
199606,96,61
199607,96,70
199608,96,68
199609,94,51
199610,86,40
199611,85,35
199612,79,20
199701,80,27
199702,79,34
199703,84,43
199704,84,44
199705,91,54
199706,94,60
199707,97,71
199708,99,66
199709,96,59
199710,91,41
199711,85,30
199712,78,29
199801,78,32
199802,75,35
199803,82,31
199804,86,46
199805,98,58
199806,99,65
199807,99,70
199808,103,70
199809,96,70
199810,96,45
199811,85,41
199812,82,27
199901,78,25
199902,81,34
199903,86,35
199904,91,42
199905,91,54
199906,93,62
199907,95,68
199908,102,67
199909,98,50
199910,91,41
199911,84,35
199912,78,31
200001,82,27
200002,82,30
200003,86,38
200004,88,40
200005,93,58
200006,95,62
200007,102,70
200008,104,70
200009,107,49
200010,91,45
200011,85,35
200012,76,26
200101,74,24
200102,81,33
200103,82,40
200104,88,44
200105,90,54
200106,92,65
200107,97,69
200108,98,70
200109,95,51
200110,89,42
200111,84,34
200112,80,32
200201,81,25
200202,80,24
200203,85,23
200204,91,51
200205,90,50
200206,96,65
200207,97,70
200208,97,68
200209,95,63
200210,92,48
200211,83,34
200212,74,33
200301,76,25
200302,86,32
200303,81,36
200304,88,39
200305,94,60
200306,96,68
200307,95,71
200308,100,69
200309,93,52
200310,91,44
200311,85,33
200312,76,31
200401,75,29
200402,76,33
200403,84,43
200404,84,43
200405,90,51
200406,95,66
200407,98,70
200408,98,59
200409,99,60
200410,93,48
200411,87,39
200412,76,27
200501,81,30
200502,80,37
200503,82,38
200505,98,47
200506,97,66
200507,99,71
200508,97,71
200509,100,65
200510,92,41
200511,87,35
200512,82,31
200601,79,30
200602,80,29
200603,83,35
200604,89,48
200605,90,54
200606,96,66
200607,97,72
200608,98,66
200609,93,52
200610,92,47
200611,85,29
200612,79,26
200701,77,32
200702,79,26
200703,82,31
200704,88,36
200705,92,54
200706,95,69
200707,95,67
200708,99,70
200709,94,63
200710,91,39
200711,84,37
200712,80,31
200801,76,26
200802,80,32
200803,87,35
200804,87,39
200805,92,54
200806,95,70
200807,97,69
200808,97,71
200809,94,57
200810,89,36
200811,84,35
200812,77,30
200901,77,28
200902,79,32
200903,82,33
200904,85,36
200905,90,53
200906,101,63
200907,98,69
200908,96,71
200909,93,59
200910,91,46
200911,79,37
200912,75,26
201001,78,20
201002,70,30
201003,78,34
201004,87,42
201005,96,56
201006,97,71
201007,96,71
201008,98,68
201009,97,56
201010,90,42
201011,83,30
201012,79,28
201101,74,25
201102,78,21
201103,81,38
201104,91,42
201105,95,45
201106,102,64
201107,100,72
201108,104,71
201109,98,55
201110,89,39
201111,84,31
201112,80,28
201201,79,29
201202,79,31
201203,87,40
201204,86,50
201205,92,60
201206,100,66
201207,95,69
201208,96,69
201209,96,56
201210,89,38
201211,87,36
201212,82,30
201301,77,30
201302,79,36
201303,85,30
201304,83,40
201305,88,43
201306,102,65
201307,96,66
201308,98,68
201309,96,64
201310,91,46
201311,84,30
201312,78,29
198901,75,18
198902,77,6
198903,97,13
198904,100,32
198905,107,47
198906,101,55
198907,108,62
198908,100,56
198909,98,37
198910,97,28
198911,84,25
198912,79,-1
199001,76,24
199002,82,21
199003,84,27
199004,92,35
199005,104,41
199006,109,60
199007,99,56
199008,98,60
199009,98,55
199010,87,35
199011,87,24
199012,79,6
199101,69,16
199102,77,22
199103,89,28
199104,92,33
199105,101,44
199106,98,57
199107,99,64
199108,98,61
199110,72,23
199111,75,18
199112,75,25
199201,64,17
199202,76,30
199203,81,24
199204,97,35
199205,99,45
199206,97,54
199207,103,63
199208,95,59
199209,96,47
199210,93,36
199211,85,22
199212,74,21
199301,72,16
199302,76,17
199303,87,19
199304,91,37
199305,93,45
199306,100,57
199307,102,66
199308,101,59
199309,94,44
199310,91,22
199311,82,14
199312,77,20
199401,80,11
199402,73,15
199403,90,26
199404,92,27
199405,96,39
199406,115,65
199407,107,64
199408,105,59
199409,96,46
199410,93,42
199411,85,28
199412,77,24
199501,79,22
199502,81,24
199503,94,18
199504,92,30
199505,100,47
199506,100,55
199507,106,61
199508,98,60
199509,103,42
199510,92,39
199511,85,26
199512,81,15
199601,77,12
199602,89,7
199603,84,14
199604,98,32
199605,105,44
199606,108,58
199607,101,65
199608,101,63
199609,92,44
199610,91,35
199611,90,22
199612,78,11
199701,81,9
199702,81,23
199703,93,27
199704,88,24
199705,95,44
199706,98,58
199707,99,61
199708,101,60
199709,102,53
199710,94,30
199711,85,23
199712,72,20
199801,74,22
199802,80,26
199803,90,18
199804,97,37
199805,103,46
199806,108,53
199807,106,69
199808,101,66
199809,101,57
199810,95,46
199811,80,37
199812,75,10
199901,79,17
199902,85,24
199903,87,29
199904,95,39
199905,98,44
199906,100,45
199907,104,61
199908,103,60
199909,99,43
199910,93,38
199912,73,25
200001,81,17
200002,83,26
200004,94,36
200005,110,48
200006,99,50
200007,104,66
200008,100,66
200009,104,40
200010,102,35
200011,76,26
200012,69,17
200101,68,20
200102,82,19
200103,82,25
200104,92,40
200105,99,40
200106,106,60
200107,105,66
200108,98,65
200109,98,48
200110,91,36
200111,86,20
200112,72,23
200201,80,20
200202,83,15
200203,91,14
200204,93,35
200205,98,42
200206,97,61
200207,101,64
200208,100,64
200209,96,51
200210,87,34
200211,82,25
200212,75,23
200301,77,17
200302,82,14
200303,85,20
200304,93,33
200305,102,47
200306,100,54
200307,102,61
200308,105,61
200309,94,53
200310,97,44
200311,85,21
200312,79,20
200401,78,11
200402,77,18
200403,85,34
200404,87,32
200405,100,44
200406,100,60
200407,100,60
200408,98,62
200409,95,53
200410,87,41
200411,77,28
200412,74,7
200501,75,17
200502,80,27
200503,85,31
200504,90,34
200505,100,40
200506,100,58
200507,103,61
200508,95,63
200509,102,51
200510,95,37
200511,89,27
200512,82,8
200601,84,25
200602,80,16
200603,89,26
200604,96,41
200605,101,50
200606,101,58
200607,102,67
200608,100,61
200609,93,50
200610,91,39
200611,91,19
200612,77,21
200701,70,13
200702,78,15
200703,84,25
200704,86,25
200705,89,53
200706,98,56
200707,94,64
200708,96,65
200709,94,59
200710,93,36
200711,87,27
200712,80,18
200801,76,16
200802,82,21
200803,90,22
200804,93,37
200805,101,39
200806,107,61
200807,102,65
200808,101,62
200809,92,52
200810,87,34
200811,81,25
200812,82,16
200901,82,12
200902,87,22
200903,92,21
200904,98,29
200905,103,44
200906,106,57
200907,107,60
200908,104,62
200909,98,47
200910,95,32
200911,84,29
200912,72,15
201001,80,12
201002,70,22
201003,92,27
201004,94,34
201005,101,45
201006,105,61
201007,98,65
201008,104,58
201009,99,49
201010,93,38
201011,87,23
201012,83,24
201101,78,11
201102,86,1
201103,91,30
201104,96,34
201105,106,38
201106,114,64
201107,106,72
201108,107,64
201109,103,52
201110,96,35
201111,83,23
201112,71,14
201201,81,22
201202,79,19
201203,92,32
201204,105,43
201205,104,52
201206,109,59
201207,104,66
201208,109,63
201209,104,55
201210,94,30
201211,87,27
201212,83,16
201301,78,19
201302,75,24
201303,90,25
201304,95,28
201305,104,34
201306,107,57
201307,103,60
201308,107,64
201309,102,50
201310,95,36
201311,80,25
201312,77,7
198901,-9999,-9999
198902,-9999,-9999
198908,-9999,-9999
198909,-9999,-9999
198910,-9999,-9999
198911,-9999,-9999
198912,-9999,-9999
199001,-9999,-9999
199002,-9999,-9999
199003,-9999,-9999
199004,-9999,-9999
199005,-9999,-9999
199006,-9999,-9999
199007,-9999,-9999
199008,-9999,-9999
199009,-9999,-9999
199010,-9999,-9999
199011,-9999,-9999
199012,-9999,-9999
199101,-9999,-9999
199102,-9999,-9999
199103,-9999,-9999
199104,-9999,-9999
199105,-9999,-9999
199106,-9999,-9999
199107,-9999,-9999
199108,-9999,-9999
199109,-9999,-9999
199110,-9999,-9999
199111,-9999,-9999
199112,-9999,-9999
199505,-9999,-9999
199506,-9999,-9999
199507,-9999,-9999
199508,-9999,-9999
199509,-9999,-9999
199510,-9999,-9999
199511,-9999,-9999
199512,-9999,-9999
199601,-9999,-9999
199602,-9999,-9999
199603,-9999,-9999
199604,-9999,-9999
199605,-9999,-9999
199606,-9999,-9999
199607,-9999,-9999
199701,-9999,-9999
199702,-9999,-9999
199703,-9999,-9999
199704,-9999,-9999
199705,-9999,-9999
199706,-9999,-9999
199707,-9999,-9999
199708,-9999,-9999
199709,-9999,-9999
199710,-9999,-9999
199711,-9999,-9999
199712,-9999,-9999
199801,-9999,-9999
199802,-9999,-9999
199803,-9999,-9999
199804,-9999,-9999
199805,-9999,-9999
199806,-9999,-9999
199807,-9999,-9999
199808,-9999,-9999
199809,-9999,-9999
199810,-9999,-9999
199811,-9999,-9999
199812,-9999,-9999
199901,-9999,-9999
199902,-9999,-9999
